specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,135,0.71
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Moderate,135,0.61
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,135,0.61
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Simple,135,0.71
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,135,0.6
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,135,0.6
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Complex,135,0.82
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,135,0.81
Property Law,Land Disputes,5,Lahore,Model Town,5101,86%,406,"District Court, Session Court, High Court","Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Moderate,135,0.68
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,High,Complex,136,0.94
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Simple,136,0.9
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Low,Complex,136,0.95
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Simple,136,0.99
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,Low,Complex,136,0.86
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,Low,Complex,136,0.79
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,Low,Moderate,136,0.76
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,Low,Moderate,136,0.93
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Complex,136,0.93
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,High,Complex,136,0.71
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Complex,136,0.85
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,High,Simple,136,0.97
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Land Disputes,Low,Simple,136,0.81
Property Law,Land Disputes,19,Peshawar,University Town,3014,71%,36,"Special Tribunals, High Court","Punjabi (Conversational), English (Fluent)",Property Law,Rental Issues,Medium,Simple,136,0.86
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Complex,138,0.85
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,Low,Simple,138,0.72
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Simple,138,0.97
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Medium,Simple,138,0.87
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,High,Simple,138,0.97
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Adoption,High,Simple,138,0.87
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Complex,138,0.88
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,Medium,Complex,138,0.77
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Moderate,138,0.8
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,Medium,Moderate,138,0.83
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Simple,138,0.9
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Moderate,138,0.81
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Moderate,138,0.8
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Simple,138,0.82
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Divorce,Low,Moderate,138,0.89
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Moderate,138,0.89
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Complex,138,0.97
Family Law,Child Custody,23,Karachi,Defence,9295,76%,474,"Session Court, Special Tribunals, District Court","English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Simple,138,0.77
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Child Custody,Medium,Complex,139,0.86
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Child Custody,Low,Complex,139,0.67
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Divorce,Low,Moderate,139,0.89
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Adoption,Low,Complex,139,0.89
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Child Custody,High,Simple,139,0.69
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Divorce,Medium,Moderate,139,0.86
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Divorce,Low,Complex,139,0.81
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Divorce,High,Moderate,139,0.86
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Adoption,High,Moderate,139,0.75
Family Law,Adoption,8,Lahore,Model Town,3095,88%,96,"District Court, Special Tribunals, Session Court","English (Fluent), Punjabi (Conversational), Pashto (Conversational)",Family Law,Divorce,Low,Moderate,139,0.63
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Low,Moderate,141,0.72
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,Low,Moderate,141,0.78
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,High,Complex,141,0.87
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Low,Moderate,141,0.82
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Low,Complex,141,0.9
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,Low,Complex,141,0.78
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,Low,Simple,141,0.76
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,High,Moderate,141,0.93
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,Low,Simple,141,0.98
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Low,Complex,141,0.98
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,High,Complex,141,0.98
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,High,Complex,141,0.99
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,Medium,Simple,141,0.82
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,Medium,Simple,141,0.89
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,High,Complex,141,0.8
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,Medium,Simple,141,0.96
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Medium,Moderate,141,0.96
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Visas,High,Simple,141,0.95
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Citizenship,Medium,Moderate,141,0.82
Immigration Law,Citizenship,14,Karachi,Clifton,6885,69%,341,Special Tribunals,"Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Immigration Law,Deportation,Medium,Moderate,141,0.94
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Simple,142,0.82
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Simple,142,0.73
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Moderate,142,0.74
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,142,0.71
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,142,0.89
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,142,0.77
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,142,0.84
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,142,0.87
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,142,0.87
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Complex,142,0.68
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,142,0.91
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Complex,142,0.78
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,142,0.71
Property Law,Land Disputes,10,Karachi,Clifton,12872,76%,468,"Session Court, Special Tribunals","English (Fluent), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Simple,142,0.79
